,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
8040,Chevrolet,Equinox,2000,3.8,Electric,Semi-Automatic,278822,5,2,4323
8041,Hyundai,Tucson,2021,4.2,Diesel,Semi-Automatic,215585,5,3,10288
8042,Audi,Q5,2008,4.4,Petrol,Semi-Automatic,20870,3,4,10482
8043,Audi,A3,2022,2.8,Hybrid,Semi-Automatic,44239,2,5,13615
8044,BMW,5 Series,2009,4.2,Hybrid,Automatic,56873,2,3,12362
8045,Hyundai,Elantra,2009,3.3,Petrol,Automatic,1453,5,3,11570
8046,Audi,A3,2004,4.8,Petrol,Semi-Automatic,292305,3,3,4253
8047,Mercedes,C-Class,2018,4.4,Petrol,Manual,276567,4,2,8368
8048,Mercedes,E-Class,2018,2.7,Hybrid,Automatic,160770,3,4,11484
8049,Toyota,Corolla,2007,2.8,Diesel,Manual,36288,4,1,8274
8050,Kia,Rio,2020,4.3,Petrol,Semi-Automatic,115453,3,2,12090
8051,Audi,A4,2001,2.7,Petrol,Manual,130544,5,4,4489
8052,BMW,5 Series,2016,4.6,Diesel,Semi-Automatic,122186,3,5,11056
8053,Volkswagen,Tiguan,2000,3.7,Diesel,Automatic,6755,3,2,9164
8054,Volkswagen,Passat,2001,4.9,Diesel,Semi-Automatic,251811,3,3,4263
8055,Ford,Explorer,2006,1.7,Petrol,Semi-Automatic,179625,3,5,4007
8056,Toyota,Corolla,2013,3.2,Diesel,Semi-Automatic,156713,3,2,8065
8057,Chevrolet,Equinox,2012,4.5,Diesel,Semi-Automatic,152203,3,3,9155
8058,Volkswagen,Golf,2002,1.1,Diesel,Automatic,212399,2,5,3052
8059,Chevrolet,Malibu,2005,1.6,Petrol,Automatic,281145,5,3,3077
8060,Kia,Optima,2005,1.1,Petrol,Semi-Automatic,44195,5,5,5816
8061,Ford,Explorer,2015,4.8,Petrol,Semi-Automatic,239695,5,4,8606
8062,Honda,Accord,2002,4.7,Petrol,Automatic,222672,5,3,6446
8063,BMW,3 Series,2010,1.1,Electric,Automatic,31604,2,1,11067
8064,Toyota,RAV4,2019,4.3,Diesel,Manual,279294,3,1,8514
8065,BMW,X5,2011,4.6,Diesel,Automatic,212129,3,1,9257
8066,Volkswagen,Tiguan,2018,4.8,Electric,Semi-Automatic,176896,3,3,12762
8067,Toyota,Corolla,2020,3.5,Petrol,Manual,173012,2,3,10139
8068,Kia,Sportage,2016,2.0,Petrol,Manual,131907,3,3,8261
8069,BMW,3 Series,2001,1.2,Electric,Semi-Automatic,39712,4,3,6805
8070,Volkswagen,Passat,2011,3.4,Electric,Manual,156121,4,3,9677
8071,Kia,Sportage,2012,3.8,Hybrid,Semi-Automatic,228277,5,2,7934
8072,Honda,Accord,2015,1.2,Hybrid,Manual,13093,4,2,10538
8073,Audi,A3,2006,1.4,Diesel,Manual,187887,3,2,3542
8074,Ford,Explorer,2021,1.8,Diesel,Manual,189834,4,5,8403
8075,Toyota,Corolla,2012,3.8,Hybrid,Semi-Automatic,48417,3,5,11531
8076,Ford,Focus,2007,1.3,Diesel,Automatic,32383,4,5,8352
8077,Hyundai,Elantra,2012,4.4,Petrol,Semi-Automatic,179403,5,3,8511
8078,Toyota,Camry,2003,1.1,Diesel,Automatic,219959,3,4,3200
8079,Kia,Optima,2011,1.1,Diesel,Automatic,220420,2,4,5591
8080,Mercedes,C-Class,2000,2.5,Hybrid,Semi-Automatic,230751,3,1,2984
8081,Kia,Sportage,2023,2.1,Diesel,Manual,146812,5,2,10163
8082,Ford,Fiesta,2002,3.3,Diesel,Manual,216463,5,5,3670
8083,Toyota,RAV4,2013,3.9,Diesel,Semi-Automatic,127919,3,4,9341
8084,Ford,Fiesta,2012,4.9,Electric,Semi-Automatic,112137,4,2,12357
8085,Kia,Rio,2018,1.4,Petrol,Semi-Automatic,292668,4,2,5046
8086,Audi,Q5,2020,4.4,Petrol,Semi-Automatic,18372,5,1,14132
8087,Honda,Accord,2010,2.4,Electric,Semi-Automatic,272383,3,4,6052
8088,Audi,Q5,2021,4.2,Diesel,Manual,16425,2,3,14271
8089,Toyota,RAV4,2017,3.7,Diesel,Semi-Automatic,254043,5,3,7819
8090,BMW,5 Series,2010,3.5,Electric,Manual,229393,4,5,8012
8091,BMW,3 Series,2008,2.1,Petrol,Automatic,266257,5,1,4774
8092,Hyundai,Tucson,2014,4.3,Petrol,Manual,296971,4,4,6660
8093,Hyundai,Sonata,2016,3.4,Petrol,Automatic,171956,3,3,10360
8094,Kia,Sportage,2007,2.4,Petrol,Manual,118305,4,5,6233
8095,Honda,Accord,2015,2.2,Hybrid,Manual,112328,4,3,9553
8096,Hyundai,Elantra,2008,4.6,Electric,Semi-Automatic,103664,2,2,11026
8097,Mercedes,GLA,2017,2.4,Diesel,Automatic,72130,3,3,11657
8098,Ford,Fiesta,2009,2.9,Hybrid,Semi-Automatic,6037,5,2,10579
8099,BMW,3 Series,2020,2.1,Petrol,Manual,50793,3,3,11184
8100,Audi,A4,2003,2.3,Hybrid,Semi-Automatic,191174,5,3,4476
8101,Volkswagen,Passat,2021,2.8,Petrol,Manual,134173,2,5,10516
8102,Ford,Explorer,2023,2.4,Petrol,Automatic,22168,5,4,14456
8103,Kia,Optima,2009,3.3,Hybrid,Automatic,33225,4,4,11935
8104,Hyundai,Elantra,2009,4.3,Petrol,Manual,29548,4,1,10509
8105,Volkswagen,Passat,2004,3.6,Electric,Automatic,40858,2,2,11582
8106,Volkswagen,Tiguan,2022,3.4,Petrol,Automatic,184951,4,2,11900
8107,Mercedes,C-Class,2021,3.7,Hybrid,Semi-Automatic,19065,4,5,14718
8108,Mercedes,E-Class,2007,2.8,Hybrid,Automatic,146189,4,3,8576
8109,Mercedes,E-Class,2012,4.6,Petrol,Semi-Automatic,204744,3,2,8205
8110,Chevrolet,Equinox,2007,3.3,Diesel,Semi-Automatic,114787,4,3,7204
8111,Mercedes,C-Class,2005,4.5,Petrol,Semi-Automatic,292008,5,2,4259
8112,BMW,3 Series,2022,4.8,Petrol,Automatic,85532,3,5,15289
8113,BMW,5 Series,2019,2.3,Electric,Semi-Automatic,212627,2,1,9847
8114,Volkswagen,Tiguan,2016,3.9,Electric,Automatic,249972,3,1,11300
8115,Toyota,RAV4,2018,2.8,Hybrid,Semi-Automatic,134787,4,1,10604
8116,Ford,Explorer,2008,3.7,Diesel,Semi-Automatic,118324,3,1,7833
8117,BMW,5 Series,2014,3.9,Petrol,Automatic,69238,5,3,12315
8118,Toyota,RAV4,2009,5.0,Electric,Manual,177043,2,3,10259
8119,Audi,A4,2019,1.6,Petrol,Semi-Automatic,126184,4,2,8876
8120,Audi,Q5,2007,1.5,Diesel,Manual,107002,5,2,5559
8121,Kia,Sportage,2003,1.6,Hybrid,Semi-Automatic,259664,3,4,2406
8122,Toyota,RAV4,2018,1.2,Petrol,Semi-Automatic,108338,3,3,8533
8123,Chevrolet,Malibu,2015,4.9,Hybrid,Manual,97726,3,5,12545
8124,BMW,X5,2011,4.6,Electric,Semi-Automatic,232629,3,2,9347
8125,Audi,Q5,2007,3.3,Electric,Automatic,101386,5,4,10972
8126,Hyundai,Sonata,2023,1.9,Hybrid,Semi-Automatic,102533,5,5,11849
8127,Hyundai,Elantra,2003,4.2,Hybrid,Semi-Automatic,141075,3,4,7378
8128,Hyundai,Tucson,2003,3.1,Diesel,Semi-Automatic,173418,2,3,4631
8129,Chevrolet,Equinox,2010,3.8,Petrol,Automatic,285401,2,2,6691
8130,Honda,Civic,2018,2.9,Diesel,Automatic,292244,3,4,8055
8131,Audi,A3,2014,3.9,Diesel,Semi-Automatic,17369,3,3,11852
8132,Ford,Explorer,2002,4.3,Diesel,Manual,115187,5,2,6696
8133,Toyota,Camry,2003,1.1,Hybrid,Semi-Automatic,96140,5,2,5177
8134,Honda,Civic,2003,4.1,Electric,Manual,16736,2,3,10765
8135,Ford,Fiesta,2006,1.1,Petrol,Automatic,211012,3,5,4279
8136,Chevrolet,Impala,2023,1.7,Petrol,Automatic,1631,5,2,14167
8137,Hyundai,Elantra,2022,2.7,Electric,Manual,279475,2,3,9810
8138,Chevrolet,Impala,2019,4.0,Hybrid,Semi-Automatic,124977,3,3,12300
8139,Honda,Accord,2000,3.7,Diesel,Automatic,18159,3,1,8936
8140,Toyota,Camry,2006,3.0,Petrol,Automatic,169890,5,1,7002
8141,Hyundai,Tucson,2011,1.0,Diesel,Manual,184645,3,3,4707
8142,Kia,Sportage,2020,1.6,Electric,Automatic,81288,5,4,13574
8143,Toyota,Corolla,2011,1.1,Electric,Manual,198502,3,2,6529
8144,Hyundai,Tucson,2000,1.6,Petrol,Manual,51098,4,2,4678
8145,Audi,A4,2005,4.1,Electric,Manual,266230,5,4,6375
8146,Honda,Civic,2017,4.3,Petrol,Automatic,140185,4,3,12196
8147,Hyundai,Elantra,2001,2.5,Electric,Semi-Automatic,179706,5,2,5305
8148,Audi,A3,2018,2.7,Hybrid,Automatic,160171,5,1,11496
8149,Audi,A3,2018,4.1,Petrol,Manual,206059,5,3,9478
8150,Honda,Civic,2011,1.8,Hybrid,Semi-Automatic,273414,3,4,4731
8151,Chevrolet,Malibu,2019,3.4,Diesel,Semi-Automatic,257955,3,1,8040
8152,Volkswagen,Passat,2023,1.7,Hybrid,Manual,48544,3,1,12729
8153,Chevrolet,Impala,2021,4.2,Hybrid,Automatic,17008,5,3,16759
8154,Ford,Explorer,2016,3.3,Petrol,Manual,270132,4,2,6797
8155,Hyundai,Tucson,2020,3.7,Diesel,Manual,213939,5,5,9521
8156,Kia,Sportage,2014,3.5,Electric,Manual,57902,2,2,12641
8157,Toyota,RAV4,2000,2.7,Petrol,Manual,63178,3,3,5536
8158,Mercedes,C-Class,2005,1.1,Hybrid,Automatic,255461,2,4,4090
8159,BMW,X5,2003,4.2,Hybrid,Automatic,122228,5,3,9255
8160,Volkswagen,Passat,2013,4.2,Petrol,Automatic,127524,3,5,11149
8161,Ford,Focus,2006,4.8,Electric,Semi-Automatic,102424,4,3,10651
8162,Kia,Sportage,2018,1.8,Hybrid,Automatic,9277,5,2,13614
8163,Ford,Explorer,2014,1.3,Diesel,Automatic,136281,3,1,8374
8164,Ford,Explorer,2008,1.4,Petrol,Semi-Automatic,82203,5,1,6255
8165,Chevrolet,Equinox,2021,3.1,Diesel,Manual,277817,5,3,7943
8166,Hyundai,Sonata,2017,4.4,Hybrid,Semi-Automatic,248658,5,4,9626
8167,Audi,A3,2023,1.5,Electric,Semi-Automatic,109856,2,1,12302
8168,Hyundai,Elantra,2011,3.0,Electric,Semi-Automatic,131585,4,5,9768
8169,Audi,A3,2010,1.6,Petrol,Automatic,173267,3,1,6734
8170,BMW,X5,2010,3.6,Diesel,Manual,148488,4,2,7730
8171,Chevrolet,Equinox,2013,4.2,Diesel,Semi-Automatic,102212,4,5,10155
8172,Mercedes,GLA,2021,4.6,Electric,Manual,20503,2,2,16589
8173,Mercedes,E-Class,2022,3.3,Petrol,Automatic,57797,5,3,14344
8174,Volkswagen,Tiguan,2001,4.9,Hybrid,Automatic,85649,5,3,10087
8175,Ford,Focus,2019,2.0,Hybrid,Manual,68443,3,1,11431
8176,Audi,A4,2020,4.7,Petrol,Automatic,128780,2,5,13724
8177,Chevrolet,Malibu,2011,3.2,Diesel,Manual,23945,3,1,10121
8178,Honda,CR-V,2009,3.7,Diesel,Semi-Automatic,214263,3,4,6214
8179,Chevrolet,Equinox,2010,4.9,Hybrid,Automatic,209826,5,2,10303
8180,Honda,CR-V,2013,1.0,Electric,Semi-Automatic,31173,3,3,10376
8181,Kia,Rio,2002,4.5,Diesel,Manual,181732,3,1,5565
8182,Kia,Sportage,2009,4.3,Petrol,Manual,206372,3,1,6972
8183,Chevrolet,Impala,2006,2.0,Electric,Automatic,35063,4,5,10698
8184,Ford,Focus,2002,2.2,Diesel,Semi-Automatic,132138,5,2,4257
8185,Hyundai,Tucson,2014,4.6,Electric,Automatic,227591,5,3,11848
8186,Audi,A3,2007,1.0,Diesel,Semi-Automatic,104108,5,4,5117
8187,Ford,Fiesta,2001,4.1,Petrol,Automatic,113204,3,3,7735
8188,Ford,Fiesta,2013,4.6,Petrol,Manual,103598,5,4,10528
8189,Mercedes,C-Class,2017,3.1,Hybrid,Manual,227407,2,4,8751
8190,Chevrolet,Equinox,2014,1.8,Petrol,Manual,132811,4,3,7443
8191,Volkswagen,Passat,2023,2.3,Diesel,Automatic,161315,3,2,11573
8192,Hyundai,Tucson,2015,2.6,Diesel,Automatic,195860,5,2,8782
8193,Toyota,RAV4,2017,2.5,Electric,Automatic,188471,4,5,11430
8194,Honda,Accord,2020,3.7,Hybrid,Semi-Automatic,193168,4,4,10936
8195,BMW,X5,2018,3.6,Diesel,Manual,27859,3,5,12542
8196,Toyota,Camry,2020,1.7,Diesel,Manual,51339,5,2,10773
8197,BMW,5 Series,2013,2.4,Hybrid,Semi-Automatic,277398,2,5,5852
8198,Toyota,Corolla,2017,2.2,Diesel,Automatic,101345,4,2,10873
8199,Toyota,RAV4,2004,3.1,Petrol,Semi-Automatic,201488,4,4,4370
8200,Audi,Q5,2001,4.2,Electric,Manual,88810,3,3,8823
8201,Ford,Fiesta,2020,1.2,Petrol,Semi-Automatic,108945,2,1,9121
8202,Honda,Accord,2015,1.5,Hybrid,Manual,273037,3,1,5639
8203,Audi,Q5,2016,2.6,Petrol,Semi-Automatic,104007,3,1,9419
8204,Honda,CR-V,2013,3.6,Hybrid,Manual,24972,4,4,12100
8205,Chevrolet,Impala,2001,1.1,Hybrid,Manual,255167,5,4,2000
8206,Honda,Civic,2019,2.2,Petrol,Automatic,282943,5,4,7841
8207,Mercedes,C-Class,2000,2.4,Electric,Semi-Automatic,269224,5,3,3115
8208,Volkswagen,Passat,2004,3.1,Electric,Manual,182422,5,3,6751
8209,Chevrolet,Equinox,2004,1.9,Diesel,Manual,215554,3,5,2888
8210,Toyota,Camry,2010,4.3,Hybrid,Manual,86940,3,1,10661
8211,Mercedes,E-Class,2012,4.9,Diesel,Semi-Automatic,66286,3,5,11274
8212,Honda,Civic,2000,1.2,Diesel,Semi-Automatic,290305,3,1,2000
8213,Audi,A4,2012,4.6,Hybrid,Semi-Automatic,240475,2,4,8490
8214,Hyundai,Elantra,2007,1.6,Electric,Semi-Automatic,68137,4,4,8437
8215,Ford,Explorer,2000,1.6,Petrol,Manual,34978,2,5,5000
8216,Toyota,Corolla,2000,2.7,Diesel,Manual,263062,4,2,2000
8217,Audi,A4,2019,4.3,Electric,Semi-Automatic,210476,2,1,11890
8218,Chevrolet,Equinox,2020,1.1,Hybrid,Automatic,219136,5,1,9317
8219,Volkswagen,Tiguan,2004,2.7,Hybrid,Automatic,92418,4,4,8651
8220,Toyota,Camry,2000,3.8,Electric,Semi-Automatic,83933,3,4,8221
8221,Volkswagen,Tiguan,2015,1.5,Petrol,Manual,172799,3,3,6644
8222,Chevrolet,Impala,2002,3.3,Hybrid,Automatic,281252,4,2,4874
8223,Chevrolet,Impala,2009,2.5,Diesel,Manual,145137,2,2,6397
8224,Honda,Accord,2008,2.6,Electric,Manual,22989,5,4,10640
8225,Hyundai,Elantra,2014,3.4,Electric,Semi-Automatic,169389,2,2,10312
8226,Ford,Fiesta,2021,3.0,Diesel,Automatic,267112,5,2,9557
8227,BMW,5 Series,2004,4.1,Petrol,Manual,161857,4,5,6162
8228,Ford,Explorer,2014,4.7,Diesel,Manual,93518,3,4,11129
8229,Kia,Sportage,2008,1.8,Diesel,Automatic,226159,3,3,5276
8230,Ford,Explorer,2000,1.5,Petrol,Automatic,23346,3,4,6633
8231,Audi,A3,2019,2.7,Petrol,Manual,280751,3,4,6884
8232,Honda,Accord,2005,2.0,Diesel,Semi-Automatic,282072,3,5,2000
8233,Mercedes,C-Class,2014,1.3,Diesel,Semi-Automatic,67749,2,3,8245
8234,Chevrolet,Malibu,2001,2.5,Petrol,Automatic,193247,5,1,4535
8235,Audi,A3,2012,1.8,Hybrid,Automatic,287148,4,5,6257
8236,Ford,Explorer,2017,3.1,Diesel,Manual,52062,2,4,11258
8237,Honda,Civic,2000,4.6,Electric,Manual,231301,5,5,6073
8238,Audi,A3,2011,2.7,Petrol,Manual,65650,4,3,8787
8239,BMW,5 Series,2006,1.8,Diesel,Semi-Automatic,261314,3,1,2473
8240,Mercedes,GLA,2002,2.9,Electric,Automatic,282974,2,5,5440
8241,Honda,Accord,2023,3.3,Petrol,Semi-Automatic,162757,2,1,11044
8242,BMW,5 Series,2019,3.5,Electric,Automatic,69098,3,4,15418
8243,BMW,5 Series,2002,2.9,Diesel,Automatic,282768,2,3,3444
8244,Kia,Rio,2008,4.3,Petrol,Automatic,255308,2,1,7193
8245,Kia,Optima,2000,4.9,Petrol,Manual,162622,5,2,5747
8246,Toyota,Camry,2012,2.6,Petrol,Automatic,79713,3,3,10205
8247,BMW,3 Series,2023,1.7,Diesel,Manual,75400,5,4,11192
8248,Mercedes,GLA,2019,3.2,Petrol,Manual,228821,2,1,8423
8249,BMW,3 Series,2006,1.5,Electric,Automatic,56072,2,5,9778
8250,Mercedes,GLA,2010,1.8,Electric,Semi-Automatic,207513,2,3,6749
8251,Volkswagen,Golf,2009,2.2,Electric,Manual,81646,3,4,9367
8252,Honda,Accord,2013,4.2,Hybrid,Manual,26112,3,3,12677
8253,Ford,Focus,2000,4.1,Diesel,Automatic,76181,5,2,8176
8254,Kia,Optima,2007,4.4,Electric,Automatic,127257,2,4,11554
8255,Volkswagen,Passat,2021,4.4,Electric,Manual,264147,3,1,11517
8256,Hyundai,Tucson,2013,4.8,Petrol,Automatic,295066,4,4,8398
8257,Audi,Q5,2020,4.2,Hybrid,Manual,3079,5,4,15238
8258,Hyundai,Tucson,2006,4.3,Petrol,Automatic,253889,4,3,6622
8259,Honda,Accord,2014,1.3,Petrol,Automatic,189428,2,2,7311
8260,Toyota,Camry,2005,2.5,Hybrid,Manual,222867,3,4,4642
8261,Honda,Civic,2003,2.9,Petrol,Automatic,148212,5,2,6435
8262,Kia,Sportage,2013,2.5,Petrol,Manual,150408,5,1,7491
8263,Audi,Q5,2002,4.1,Electric,Automatic,291071,3,2,6478
8264,Toyota,Corolla,2007,4.7,Diesel,Semi-Automatic,211715,2,4,6665
8265,Toyota,Corolla,2004,3.8,Electric,Automatic,128273,4,1,10034
8266,Mercedes,GLA,2009,1.4,Petrol,Semi-Automatic,195977,3,5,4280
8267,Hyundai,Tucson,2016,4.4,Electric,Automatic,115042,3,1,14499
8268,Honda,Civic,2003,2.4,Hybrid,Automatic,282222,2,5,4255
8269,Mercedes,C-Class,2004,2.9,Electric,Semi-Automatic,165008,3,1,6899
8270,Toyota,Corolla,2018,4.1,Electric,Automatic,164802,5,1,13803
8271,Kia,Sportage,2007,2.8,Diesel,Semi-Automatic,247347,2,3,4053
8272,Audi,Q5,2019,3.9,Diesel,Automatic,298275,3,3,9234
8273,Kia,Optima,2022,1.5,Electric,Semi-Automatic,204331,4,5,10113
8274,Kia,Sportage,2022,1.9,Hybrid,Semi-Automatic,169512,3,3,10209
8275,BMW,5 Series,2020,1.4,Petrol,Manual,14981,3,5,11200
8276,Mercedes,GLA,2019,1.5,Petrol,Manual,63515,3,5,10029
8277,Audi,A3,2005,3.1,Diesel,Manual,225946,4,2,4181
8278,Chevrolet,Equinox,2016,3.2,Hybrid,Manual,69485,4,4,11710
8279,Volkswagen,Tiguan,2000,1.1,Hybrid,Semi-Automatic,184353,5,2,2512
8280,Audi,A3,2005,4.1,Electric,Manual,245950,4,2,6781
8281,Hyundai,Tucson,2010,4.2,Petrol,Manual,43357,2,1,10432
8282,Audi,Q5,2015,1.2,Hybrid,Manual,238115,5,5,6037
8283,Chevrolet,Equinox,2017,3.9,Petrol,Semi-Automatic,53263,4,5,12034
8284,Mercedes,C-Class,2017,2.2,Petrol,Manual,60725,4,1,10185
8285,Audi,A4,2017,2.9,Hybrid,Semi-Automatic,13036,4,3,12839
8286,Chevrolet,Malibu,2008,1.9,Diesel,Semi-Automatic,200249,3,4,4395
8287,Hyundai,Sonata,2009,4.6,Diesel,Semi-Automatic,207314,4,3,7253
8288,Hyundai,Sonata,2000,1.8,Petrol,Semi-Automatic,145628,5,2,2987
8289,Kia,Rio,2002,2.3,Diesel,Semi-Automatic,246922,5,3,2061
8290,Audi,Q5,2023,2.1,Hybrid,Semi-Automatic,207880,2,3,9942
8291,Kia,Sportage,2002,4.8,Petrol,Automatic,199318,5,1,7013
8292,Ford,Fiesta,2006,3.7,Hybrid,Semi-Automatic,193331,4,3,6733
8293,BMW,3 Series,2023,3.5,Hybrid,Automatic,164915,2,3,13701
8294,Volkswagen,Passat,2003,3.8,Hybrid,Automatic,123338,5,4,8833
8295,Volkswagen,Golf,2017,4.0,Hybrid,Manual,223606,5,4,9727
8296,Volkswagen,Golf,2011,1.9,Hybrid,Manual,42520,2,3,9449
8297,Ford,Focus,2014,3.7,Petrol,Semi-Automatic,233520,2,3,7329
8298,Chevrolet,Impala,2018,4.0,Petrol,Automatic,74435,4,5,13511
8299,Mercedes,GLA,2007,1.2,Hybrid,Manual,79659,5,5,6806
8300,Honda,Accord,2013,3.9,Diesel,Semi-Automatic,184064,4,4,8218
8301,Ford,Explorer,2012,3.1,Hybrid,Semi-Automatic,279835,5,1,6203
8302,BMW,X5,2006,4.7,Electric,Automatic,91669,3,4,12266
8303,Hyundai,Tucson,2013,4.5,Electric,Automatic,289405,2,1,10211
8304,Chevrolet,Equinox,2022,1.8,Electric,Semi-Automatic,68807,5,4,13123
8305,Ford,Focus,2022,2.0,Diesel,Automatic,220849,4,1,9783
8306,BMW,X5,2003,1.3,Petrol,Semi-Automatic,86199,5,1,4576
8307,Chevrolet,Equinox,2023,4.8,Hybrid,Automatic,181534,2,4,14669
8308,Volkswagen,Tiguan,2016,3.5,Petrol,Manual,48780,4,5,11424
8309,Honda,CR-V,2011,4.4,Hybrid,Semi-Automatic,35353,5,3,12092
8310,Volkswagen,Passat,2010,2.3,Hybrid,Automatic,130547,4,3,9289
8311,Volkswagen,Golf,2001,3.8,Diesel,Manual,250716,5,4,3185
8312,Ford,Focus,2017,2.0,Diesel,Semi-Automatic,141608,5,4,8367
8313,Mercedes,C-Class,2000,1.1,Petrol,Semi-Automatic,117793,4,3,2844
8314,Chevrolet,Malibu,2021,2.4,Electric,Manual,285074,3,1,9098
8315,Kia,Rio,2020,3.1,Petrol,Semi-Automatic,244385,2,5,8312
8316,Kia,Rio,2020,4.3,Hybrid,Automatic,270057,5,4,11498
8317,Honda,Accord,2007,2.9,Petrol,Automatic,177432,4,1,7051
8318,BMW,3 Series,2015,4.4,Hybrid,Manual,127685,2,1,11446
8319,Volkswagen,Tiguan,2019,1.4,Diesel,Semi-Automatic,133616,5,2,8527
8320,Ford,Focus,2008,2.3,Electric,Automatic,143560,4,1,9428
8321,BMW,5 Series,2000,4.3,Petrol,Semi-Automatic,12675,3,4,8146
8322,BMW,3 Series,2019,2.4,Hybrid,Manual,259033,3,5,8019
8323,Volkswagen,Passat,2019,3.1,Diesel,Automatic,47734,5,1,13445
8324,Volkswagen,Passat,2023,3.3,Petrol,Automatic,193194,4,1,11936
8325,BMW,3 Series,2003,3.6,Hybrid,Semi-Automatic,25567,2,2,9088
8326,BMW,3 Series,2015,4.0,Electric,Semi-Automatic,151680,4,3,11566
8327,Chevrolet,Impala,2001,2.0,Hybrid,Manual,6031,3,4,7279
8328,Hyundai,Tucson,2015,3.2,Hybrid,Semi-Automatic,52021,4,1,11759
8329,Audi,Q5,2020,4.9,Diesel,Manual,251250,4,2,9975
8330,Mercedes,E-Class,2009,3.6,Electric,Manual,51350,5,1,11373
8331,Toyota,Corolla,2002,2.2,Diesel,Automatic,118575,2,1,6028
8332,Hyundai,Sonata,2022,1.4,Diesel,Automatic,72981,5,4,12140
8333,Chevrolet,Malibu,2013,3.4,Diesel,Automatic,167054,3,2,9558
8334,Hyundai,Sonata,2004,1.9,Petrol,Manual,13436,3,3,6931
8335,Ford,Focus,2022,4.7,Petrol,Semi-Automatic,99254,3,4,13414
8336,Volkswagen,Passat,2017,1.6,Petrol,Semi-Automatic,175432,5,3,7291
8337,Volkswagen,Tiguan,2009,1.1,Petrol,Semi-Automatic,206638,4,5,3767
8338,BMW,3 Series,2021,3.2,Petrol,Manual,101752,3,4,11564
8339,BMW,5 Series,2007,3.7,Diesel,Automatic,163981,3,2,8120
8340,Kia,Rio,2018,2.8,Electric,Semi-Automatic,127103,2,3,11757
8341,Kia,Optima,2011,1.4,Electric,Automatic,233074,3,5,7638
8342,BMW,3 Series,2011,2.6,Petrol,Automatic,124601,3,2,9007
8343,Volkswagen,Tiguan,2003,2.4,Petrol,Automatic,51849,5,5,7863
8344,Audi,Q5,2014,4.9,Petrol,Manual,244275,2,4,8314
8345,Honda,CR-V,2001,2.8,Hybrid,Semi-Automatic,74603,4,1,6707
8346,Hyundai,Tucson,2016,1.2,Petrol,Semi-Automatic,249937,3,1,5101
8347,Kia,Sportage,2002,3.4,Diesel,Semi-Automatic,230574,4,2,3488
8348,Kia,Rio,2001,1.8,Diesel,Manual,284979,2,5,2000
8349,Volkswagen,Golf,2004,3.5,Petrol,Automatic,271334,3,2,4873
8350,Kia,Optima,2002,1.9,Hybrid,Automatic,167617,4,4,5747
8351,Mercedes,E-Class,2007,4.6,Electric,Manual,202817,3,5,8743
8352,Chevrolet,Equinox,2010,4.9,Hybrid,Manual,113571,4,3,10728
8353,Audi,Q5,2018,4.9,Electric,Semi-Automatic,200089,2,2,12398
8354,Chevrolet,Equinox,2008,4.4,Petrol,Semi-Automatic,197298,5,2,6954
8355,Toyota,Camry,2020,1.9,Petrol,Manual,238459,4,4,7230
8356,Chevrolet,Equinox,2018,2.0,Electric,Semi-Automatic,291807,4,3,7663
8357,Hyundai,Elantra,2010,3.4,Electric,Manual,19253,3,3,12114
8358,Ford,Explorer,2007,2.3,Electric,Automatic,213607,4,3,7727
8359,Toyota,RAV4,2021,4.6,Diesel,Manual,168805,3,3,11623
8360,Chevrolet,Impala,2000,1.7,Hybrid,Automatic,269757,3,4,2904
8361,Mercedes,C-Class,2018,4.2,Diesel,Manual,30677,2,1,13086
8362,Chevrolet,Impala,2011,3.0,Petrol,Automatic,287480,2,5,6150
8363,Toyota,Camry,2011,1.5,Hybrid,Automatic,283190,3,5,5736
8364,Kia,Rio,2001,3.7,Electric,Semi-Automatic,82829,3,4,8443
8365,Chevrolet,Malibu,2020,2.5,Hybrid,Manual,161235,4,3,10375
8366,Chevrolet,Impala,2010,3.7,Diesel,Manual,147961,3,2,7840
8367,Mercedes,C-Class,2017,2.2,Electric,Automatic,13096,3,2,14638
8368,Volkswagen,Passat,2007,2.0,Diesel,Semi-Automatic,298306,3,1,2233
8369,Hyundai,Elantra,2010,1.7,Electric,Manual,215848,2,1,6483
8370,Chevrolet,Malibu,2012,3.6,Hybrid,Automatic,130041,5,4,11199
8371,BMW,3 Series,2002,2.7,Electric,Manual,142550,2,2,6549
8372,Chevrolet,Equinox,2015,3.4,Petrol,Semi-Automatic,168771,2,3,8624
8373,Audi,A3,2005,4.2,Petrol,Manual,162896,4,5,6542
8374,Kia,Rio,2001,4.3,Hybrid,Semi-Automatic,149833,5,4,6703
8375,BMW,5 Series,2013,3.2,Petrol,Automatic,278860,4,4,7122
8376,Audi,A4,2011,1.1,Hybrid,Automatic,140668,5,1,8186
8377,Chevrolet,Impala,2010,5.0,Hybrid,Automatic,162415,4,2,11351
8378,Honda,CR-V,2002,4.2,Diesel,Semi-Automatic,56697,3,4,7766
8379,Mercedes,C-Class,2000,4.7,Petrol,Manual,173615,5,4,5327
8380,Hyundai,Sonata,2006,1.5,Hybrid,Semi-Automatic,107755,5,4,6244
8381,Volkswagen,Passat,2023,2.9,Electric,Semi-Automatic,142524,3,3,13049
