Brand,Model,Year,Transmission,Mileage,Price
Kia,Sportage,2023,Manual,126671,11766
Honda,Civic,2009,Semi-Automatic,6463,10870
Hyundai,Elantra,2007,Automatic,163892,8022
BMW,X5,2013,Automatic,216758,8064
Hyundai,Tucson,2001,Manual,118721,6625
Mercedes,GLA,2008,Automatic,137722,9745
Toyota,Camry,2006,Semi-Automatic,27859,8842
Hyundai,Sonata,2013,Automatic,183094,12438
Ford,Fiesta,2022,Manual,242761,10644
Honda,CR-V,2002,Manual,197419,4851
Ford,Explorer,2013,Semi-Automatic,10152,9396
BMW,X5,2023,Automatic,240278,11294
Honda,CR-V,2014,Semi-Automatic,198084,8438
Honda,Accord,2017,Semi-Automatic,128266,11334
Toyota,Camry,2016,Automatic,107145,10657
Toyota,Camry,2003,Manual,120067,5698
BMW,X5,2012,Automatic,229997,9000
Hyundai,Elantra,2011,Semi-Automatic,23785,8924
Honda,Accord,2015,Manual,20951,13080
Honda,Accord,2020,Manual,10677,12986
BMW,3 Series,2009,Automatic,49497,11810
Chevrolet,Impala,2010,Semi-Automatic,89097,10518
Audi,A3,2008,Semi-Automatic,111858,6862
Ford,Focus,2021,Manual,128870,12622
Audi,A3,2022,Automatic,88996,13920
Toyota,Corolla,2015,Semi-Automatic,238045,7039
Mercedes,C-Class,2020,Automatic,256611,9367
Kia,Rio,2005,Manual,171257,3774
Toyota,RAV4,2020,Automatic,31534,13069
Hyundai,Tucson,2003,Automatic,13622,11127
Toyota,Camry,2003,Automatic,228376,7532
Ford,Focus,2006,Automatic,228327,6133
Ford,Focus,2023,Automatic,229282,10114
Honda,Civic,2018,Semi-Automatic,12518,11249
Toyota,Corolla,2006,Semi-Automatic,135840,7883
Mercedes,C-Class,2011,Semi-Automatic,213662,4926
Volkswagen,Golf,2022,Semi-Automatic,95978,11080
Chevrolet,Equinox,2021,Semi-Automatic,210152,8596
Volkswagen,Golf,2000,Automatic,135280,6494
Audi,A3,2002,Manual,34292,7814
Chevrolet,Impala,2017,Semi-Automatic,117104,11757
Hyundai,Sonata,2003,Automatic,179629,5407
Chevrolet,Impala,2023,Semi-Automatic,94090,13818
BMW,X5,2009,Manual,199940,6401
Kia,Sportage,2022,Automatic,87759,14644
BMW,3 Series,2012,Automatic,243051,8038
Volkswagen,Golf,2015,Automatic,48927,11321
Hyundai,Sonata,2016,Semi-Automatic,65234,11995
Chevrolet,Impala,2022,Semi-Automatic,165709,11885
Audi,A3,2006,Manual,83723,5225
Audi,A4,2019,Manual,241473,10270
Volkswagen,Golf,2005,Manual,63696,7626
Kia,Sportage,2007,Manual,44279,11214
Chevrolet,Malibu,2005,Automatic,70538,9089
Toyota,RAV4,2001,Semi-Automatic,272667,2000
Honda,Accord,2010,Automatic,74487,9410
Hyundai,Tucson,2014,Automatic,295810,6683
BMW,3 Series,2010,Semi-Automatic,214060,4318
Kia,Rio,2023,Manual,250647,12287
Ford,Focus,2000,Automatic,77402,8051
Honda,Civic,2007,Automatic,127140,8457
Ford,Focus,2020,Automatic,94715,14505
Honda,Accord,2006,Manual,27548,9049
Hyundai,Sonata,2016,Semi-Automatic,165270,9094
Volkswagen,Golf,2009,Semi-Automatic,96499,7970
Chevrolet,Equinox,2020,Automatic,133561,11728
BMW,X5,2000,Manual,125962,5680
Kia,Sportage,2014,Automatic,268170,5536
Toyota,RAV4,2020,Manual,2941,12941
Mercedes,E-Class,2011,Semi-Automatic,84783,9804
Hyundai,Tucson,2010,Semi-Automatic,183283,9334
Kia,Rio,2021,Semi-Automatic,291346,9573
Mercedes,C-Class,2019,Automatic,186644,10567
BMW,X5,2010,Automatic,43610,11127
Honda,CR-V,2023,Manual,124701,10905
Mercedes,C-Class,2001,Automatic,206631,7567
Hyundai,Tucson,2014,Automatic,56900,13462
Toyota,Camry,2004,Manual,181247,5775
Honda,Civic,2018,Manual,272408,5651
BMW,X5,2004,Automatic,263004,7939
Volkswagen,Golf,2006,Manual,195636,6387
Mercedes,GLA,2013,Manual,161117,8477
Mercedes,E-Class,2015,Automatic,169621,9907
Honda,CR-V,2006,Manual,127041,5259
Ford,Focus,2001,Semi-Automatic,265991,4380
Chevrolet,Equinox,2004,Automatic,111188,8676
Hyundai,Sonata,2013,Semi-Automatic,3282,12334
Toyota,RAV4,2017,Automatic,213214,10735
Kia,Rio,2011,Semi-Automatic,237404,7451
Mercedes,E-Class,2008,Automatic,158177,10336
BMW,X5,2014,Manual,29373,10612
Audi,A3,2010,Semi-Automatic,206722,6865
Audi,Q5,2021,Manual,237507,8949
Toyota,Camry,2008,Automatic,276911,6061
Kia,Rio,2010,Manual,984,9680
Toyota,Corolla,2005,Automatic,51032,8579
Chevrolet,Malibu,2021,Semi-Automatic,199703,9705
Kia,Rio,2013,Manual,250461,7190
Mercedes,C-Class,2001,Manual,108970,4820
Volkswagen,Golf,2012,Manual,113401,6931
Ford,Explorer,2019,Manual,232555,9048
Mercedes,C-Class,2019,Manual,61485,11770
Mercedes,GLA,2012,Automatic,154322,11213
Toyota,Camry,2017,Automatic,52136,13457
Chevrolet,Malibu,2003,Automatic,242154,3456
Hyundai,Sonata,2012,Manual,128356,10032
Mercedes,E-Class,2019,Manual,28078,13038
Kia,Rio,2020,Semi-Automatic,94308,11213
Ford,Explorer,2023,Manual,172133,12757
BMW,3 Series,2009,Semi-Automatic,150273,8294
Hyundai,Elantra,2004,Automatic,68714,7725
Volkswagen,Passat,2011,Manual,179768,8504
Volkswagen,Passat,2017,Manual,114288,10414
Hyundai,Sonata,2008,Automatic,137339,11253
Audi,A3,2019,Automatic,37886,16342
Hyundai,Tucson,2019,Automatic,128476,13230
Chevrolet,Malibu,2009,Automatic,265820,8783
Volkswagen,Tiguan,2015,Automatic,51637,14567
Audi,Q5,2011,Automatic,219039,8819
Chevrolet,Equinox,2023,Semi-Automatic,251150,7377
BMW,3 Series,2014,Automatic,92489,11950
Ford,Focus,2003,Semi-Automatic,273359,4932
Hyundai,Elantra,2017,Semi-Automatic,165761,8684
Honda,Accord,2021,Semi-Automatic,145536,8689
Toyota,RAV4,2014,Semi-Automatic,269014,7019
Kia,Optima,2000,Automatic,296210,2375
Chevrolet,Impala,2012,Manual,21542,8769
BMW,X5,2012,Manual,214949,8501
Ford,Explorer,2006,Semi-Automatic,16247,9975
BMW,5 Series,2019,Manual,205659,10086
Toyota,Corolla,2007,Automatic,75170,13196
Ford,Explorer,2013,Manual,67309,10153
Honda,Accord,2005,Semi-Automatic,20410,9191
Honda,Civic,2010,Manual,13964,11820
BMW,X5,2023,Semi-Automatic,290237,10095
Hyundai,Elantra,2007,Semi-Automatic,81687,7366
Hyundai,Sonata,2020,Semi-Automatic,17388,13352
Kia,Rio,2010,Semi-Automatic,221294,7974
Audi,A4,2005,Automatic,210689,8086
Chevrolet,Impala,2004,Automatic,189597,6608
Volkswagen,Tiguan,2021,Automatic,253435,12231
Honda,Accord,2009,Semi-Automatic,31599,8968
Toyota,Camry,2001,Manual,34506,7909
BMW,X5,2003,Semi-Automatic,156924,5361
Honda,Accord,2002,Semi-Automatic,136171,5876
BMW,X5,2015,Semi-Automatic,19381,12112
Mercedes,E-Class,2009,Manual,225418,5891
BMW,5 Series,2014,Semi-Automatic,267929,7641
Kia,Rio,2023,Semi-Automatic,250150,9797
Hyundai,Sonata,2014,Automatic,255481,8690
Audi,A3,2016,Semi-Automatic,31540,11769
Ford,Fiesta,2014,Semi-Automatic,77561,10748
Ford,Focus,2021,Manual,49396,12612
Audi,A3,2008,Automatic,245830,8683
Toyota,Corolla,2023,Automatic,147067,16358
Kia,Sportage,2016,Automatic,54099,14818
Toyota,Corolla,2006,Semi-Automatic,169351,7912
Toyota,Camry,2000,Semi-Automatic,118183,7636
Mercedes,E-Class,2020,Automatic,200750,10085
Audi,Q5,2017,Manual,88505,10429
Mercedes,GLA,2013,Semi-Automatic,69904,10801
Hyundai,Elantra,2010,Automatic,259644,5307
Honda,CR-V,2010,Manual,16930,9261
Ford,Focus,2022,Automatic,200947,12381
Ford,Explorer,2023,Automatic,28301,16333
Chevrolet,Equinox,2017,Semi-Automatic,283706,5625
Hyundai,Elantra,2001,Semi-Automatic,269475,3110
Audi,Q5,2005,Manual,7606,6947
Mercedes,E-Class,2009,Semi-Automatic,299045,4719
Kia,Rio,2022,Automatic,132155,14156
Toyota,RAV4,2013,Automatic,112579,10848
Audi,Q5,2000,Manual,275004,3699
Hyundai,Sonata,2002,Semi-Automatic,291445,2000
Hyundai,Elantra,2022,Automatic,98507,12629
Audi,A3,2018,Semi-Automatic,12539,10349
Volkswagen,Golf,2020,Semi-Automatic,166859,9762
Audi,Q5,2002,Automatic,122820,7943
Ford,Fiesta,2016,Manual,21265,11874
Honda,CR-V,2003,Manual,291766,2964
Audi,A3,2004,Semi-Automatic,40723,9885
Chevrolet,Impala,2009,Manual,192172,6056
Audi,A4,2023,Automatic,210669,14486
Hyundai,Sonata,2012,Manual,262490,5650
Ford,Focus,2001,Semi-Automatic,186632,4267
Hyundai,Tucson,2013,Automatic,62011,10559
BMW,5 Series,2001,Manual,265062,3098
Honda,CR-V,2011,Manual,66344,10773
Chevrolet,Impala,2022,Manual,12784,16844
Hyundai,Elantra,2016,Manual,132100,7658
Volkswagen,Golf,2003,Manual,131830,5863
Ford,Explorer,2018,Semi-Automatic,251272,8774
BMW,3 Series,2017,Automatic,260143,10697
Kia,Sportage,2007,Semi-Automatic,1798,11264
Honda,Civic,2018,Manual,151690,10066
Volkswagen,Passat,2003,Manual,89008,7819
BMW,3 Series,2007,Manual,197226,6755
Honda,Accord,2019,Manual,92502,13249
Ford,Focus,2006,Automatic,83216,8235
Ford,Fiesta,2013,Manual,233548,7529
BMW,X5,2004,Manual,1117,6677
Chevrolet,Impala,2022,Manual,114692,13106
Kia,Optima,2010,Manual,244535,6109
Toyota,RAV4,2004,Automatic,244381,5912
Chevrolet,Equinox,2014,Semi-Automatic,106718,7665
Mercedes,C-Class,2023,Automatic,25562,14288
Ford,Explorer,2017,Semi-Automatic,277046,8359
Volkswagen,Golf,2021,Automatic,155769,11984
Mercedes,C-Class,2017,Automatic,83470,12330
Volkswagen,Tiguan,2009,Manual,176931,7361
Toyota,Corolla,2003,Semi-Automatic,197705,4145
Mercedes,E-Class,2015,Manual,237669,7046
Audi,Q5,2012,Manual,14736,10505
Volkswagen,Tiguan,2023,Manual,240749,8285
BMW,X5,2015,Semi-Automatic,64681,13606
Ford,Explorer,2003,Semi-Automatic,195097,3198
Hyundai,Tucson,2011,Automatic,205718,8985
Volkswagen,Passat,2002,Manual,285342,2000
BMW,X5,2019,Automatic,47918,15541
Honda,Accord,2004,Semi-Automatic,196673,4866
Volkswagen,Golf,2015,Automatic,1847,15463
Honda,CR-V,2005,Manual,275566,6488
Hyundai,Sonata,2023,Manual,165134,9397
Ford,Explorer,2008,Automatic,171057,7378
Ford,Focus,2022,Manual,13255,13134
Ford,Fiesta,2016,Semi-Automatic,97530,8049
Kia,Sportage,2013,Manual,66636,11767
Ford,Explorer,2018,Manual,208069,9338
Chevrolet,Impala,2006,Automatic,92339,11353
Honda,Accord,2022,Semi-Automatic,294589,9308
Toyota,Camry,2013,Semi-Automatic,256028,5579
Ford,Fiesta,2018,Manual,247804,9343
Toyota,Corolla,2000,Manual,34440,7711
Kia,Optima,2000,Manual,3346,9933
Kia,Rio,2019,Manual,234831,9903
Volkswagen,Passat,2019,Manual,102958,12840
Volkswagen,Tiguan,2009,Semi-Automatic,186118,8077
Honda,Accord,2006,Semi-Automatic,266689,5966
Honda,CR-V,2020,Manual,289815,8903
Volkswagen,Tiguan,2016,Automatic,193749,9225
Audi,A3,2010,Automatic,256955,4860
Hyundai,Tucson,2021,Automatic,129081,12918
Mercedes,C-Class,2009,Automatic,227118,7657
Toyota,RAV4,2017,Manual,136677,11266
Ford,Fiesta,2019,Automatic,120374,13092
Kia,Sportage,2018,Manual,178565,11928
Audi,A4,2010,Semi-Automatic,163878,6722
BMW,3 Series,2019,Semi-Automatic,158912,7621
Kia,Sportage,2006,Manual,80378,8792
Volkswagen,Golf,2014,Semi-Automatic,123882,8222
Kia,Optima,2006,Semi-Automatic,30141,10597
Ford,Focus,2005,Manual,37096,9758
Audi,Q5,2021,Semi-Automatic,38439,11931
Toyota,RAV4,2012,Semi-Automatic,297859,6542
Hyundai,Elantra,2004,Semi-Automatic,36153,5976
Kia,Optima,2006,Semi-Automatic,273953,2620
Volkswagen,Golf,2014,Semi-Automatic,154335,12013
Honda,Accord,2003,Automatic,283836,6223
Mercedes,E-Class,2015,Manual,297328,5753
Toyota,Camry,2004,Manual,292261,3354
Hyundai,Elantra,2018,Semi-Automatic,220518,9689
Chevrolet,Equinox,2012,Automatic,295072,6398
Ford,Fiesta,2022,Manual,213111,9537
Chevrolet,Malibu,2017,Manual,14956,14700
Kia,Optima,2018,Automatic,54454,14610
Audi,Q5,2000,Semi-Automatic,6916,7061
Ford,Explorer,2017,Semi-Automatic,209941,8401
Chevrolet,Impala,2005,Manual,137054,6058
Ford,Explorer,2003,Semi-Automatic,284897,4902
Ford,Fiesta,2010,Semi-Automatic,55837,9183
Volkswagen,Tiguan,2016,Automatic,149333,11813
Mercedes,GLA,2011,Automatic,158126,7637
Hyundai,Elantra,2000,Automatic,19996,10300
Mercedes,C-Class,2015,Semi-Automatic,182594,7648
BMW,X5,2011,Manual,21375,10072
Hyundai,Sonata,2005,Semi-Automatic,88641,9527
Volkswagen,Passat,2013,Manual,237413,4851
Audi,A4,2007,Manual,26607,10267
BMW,3 Series,2011,Automatic,182449,6551
Honda,CR-V,2002,Semi-Automatic,94713,4805
Kia,Sportage,2000,Manual,79995,8200
Kia,Optima,2020,Automatic,85317,16893
Audi,A3,2007,Semi-Automatic,93930,7221
Ford,Explorer,2023,Automatic,122511,12249
Hyundai,Elantra,2018,Semi-Automatic,131134,12577
BMW,X5,2008,Automatic,124257,9114
Hyundai,Sonata,2020,Semi-Automatic,277774,8644
Ford,Focus,2013,Semi-Automatic,128700,10326
Hyundai,Sonata,2015,Automatic,13888,11422
Mercedes,E-Class,2018,Automatic,35106,13997
Chevrolet,Impala,2022,Semi-Automatic,176976,12560
Chevrolet,Impala,2011,Automatic,99892,10402
Chevrolet,Equinox,2017,Automatic,87376,12552
Ford,Explorer,2012,Semi-Automatic,137281,8254
Hyundai,Tucson,2020,Automatic,154172,11616
Honda,Accord,2001,Automatic,119000,8420
Toyota,Corolla,2021,Manual,34344,11813
Chevrolet,Malibu,2001,Semi-Automatic,270353,4192
Hyundai,Tucson,2005,Automatic,14321,11313
Chevrolet,Equinox,2016,Semi-Automatic,159769,9304
Volkswagen,Tiguan,2015,Semi-Automatic,204501,11509
Honda,Civic,2000,Automatic,108747,8625
Toyota,Camry,2020,Automatic,280261,8694
Volkswagen,Golf,2022,Semi-Automatic,71896,12362
Ford,Focus,2001,Semi-Automatic,157739,3645
Hyundai,Tucson,2010,Manual,6294,11574
Hyundai,Tucson,2001,Semi-Automatic,210021,2000
Honda,Civic,2019,Semi-Automatic,131974,12060
Honda,Civic,2010,Automatic,1130,9877
Toyota,RAV4,2000,Semi-Automatic,213571,2000
Chevrolet,Impala,2023,Semi-Automatic,128077,11838
Audi,A3,2003,Automatic,128001,9239
Hyundai,Elantra,2014,Manual,190385,9292
Toyota,RAV4,2000,Manual,129830,4303
Hyundai,Tucson,2007,Automatic,266591,6368
Volkswagen,Golf,2002,Automatic,120286,7694
Mercedes,C-Class,2008,Semi-Automatic,77294,7154
Volkswagen,Passat,2014,Automatic,229000,8720
Mercedes,E-Class,2022,Semi-Automatic,18092,14938
Chevrolet,Malibu,2015,Semi-Automatic,265634,7987
Hyundai,Sonata,2014,Semi-Automatic,92731,10845
Volkswagen,Tiguan,2001,Semi-Automatic,243628,4527
Kia,Optima,2001,Automatic,149271,7714
Audi,Q5,2001,Automatic,285572,6088
Kia,Optima,2019,Manual,42407,12451
Mercedes,C-Class,2001,Manual,176838,3563
Audi,A4,2013,Semi-Automatic,243447,7031
Toyota,Camry,2008,Semi-Automatic,202840,5843
Toyota,Corolla,2009,Manual,76999,9960
Toyota,Corolla,2016,Semi-Automatic,203550,6029
Chevrolet,Impala,2012,Automatic,51605,14567
Audi,A4,2015,Semi-Automatic,179849,8703
Toyota,Corolla,2010,Semi-Automatic,207137,7057
Volkswagen,Golf,2007,Semi-Automatic,124068,7818
Audi,A4,2019,Semi-Automatic,290448,8291
Ford,Explorer,2003,Semi-Automatic,231236,3875
Chevrolet,Malibu,2005,Semi-Automatic,20180,8596
Honda,CR-V,2021,Manual,22943,13241
Chevrolet,Malibu,2011,Automatic,176791,10064
BMW,X5,2002,Manual,190460,2690
Hyundai,Sonata,2014,Manual,63068,8238
Hyundai,Elantra,2006,Manual,187881,3742
Audi,Q5,2020,Semi-Automatic,101820,12863
Kia,Optima,2011,Manual,96051,10978
Ford,Focus,2020,Manual,149792,12004
Volkswagen,Tiguan,2005,Semi-Automatic,80175,6096
Volkswagen,Tiguan,2014,Manual,44269,10814
Ford,Explorer,2008,Semi-Automatic,36305,8173
Kia,Optima,2006,Automatic,163692,7026
Audi,A3,2015,Automatic,291332,9073
Chevrolet,Equinox,2014,Manual,58937,12621
Toyota,RAV4,2020,Semi-Automatic,179761,10104
Toyota,Camry,2008,Manual,282865,4542
Audi,A4,2003,Semi-Automatic,75766,6884
Audi,A4,2013,Automatic,182916,10341
Chevrolet,Malibu,2019,Manual,144476,10810
Chevrolet,Malibu,2022,Automatic,284512,8609
Chevrolet,Impala,2019,Semi-Automatic,130097,11898
Chevrolet,Equinox,2023,Automatic,56104,14677
Honda,CR-V,2007,Semi-Automatic,52019,8359
Mercedes,C-Class,2002,Semi-Automatic,219610,4507
Toyota,Corolla,2019,Manual,233642,7827
BMW,X5,2005,Automatic,179932,5801
BMW,X5,2007,Semi-Automatic,26838,8263
Hyundai,Sonata,2015,Manual,158003,7739
Honda,Civic,2005,Manual,12785,10044
Toyota,RAV4,2000,Automatic,155787,4984
Ford,Explorer,2012,Automatic,64520,12209
BMW,3 Series,2005,Semi-Automatic,232537,6749
Audi,Q5,2020,Automatic,70334,12693
Audi,Q5,2006,Semi-Automatic,111820,7263
Kia,Optima,2015,Semi-Automatic,287171,5956
Hyundai,Sonata,2021,Manual,70010,13699
Toyota,Camry,2012,Manual,161823,7763
BMW,X5,2007,Automatic,192279,5354
Mercedes,C-Class,2011,Semi-Automatic,36869,11162
Volkswagen,Passat,2007,Automatic,83960,11520
Volkswagen,Golf,2014,Automatic,197965,10140
Chevrolet,Equinox,2017,Manual,299947,7701
Kia,Sportage,2012,Semi-Automatic,17005,8559
Kia,Optima,2007,Automatic,282147,6557
Ford,Fiesta,2006,Semi-Automatic,280447,3291
Audi,Q5,2003,Automatic,78808,10323
Honda,CR-V,2021,Semi-Automatic,152715,12145
Hyundai,Tucson,2015,Manual,108890,9922
Hyundai,Elantra,2014,Semi-Automatic,250210,7195
Audi,A4,2006,Automatic,9729,11505
Audi,A3,2017,Automatic,110919,14781
Chevrolet,Malibu,2019,Manual,169599,10208
Audi,A3,2018,Semi-Automatic,287915,10441
Honda,Accord,2016,Automatic,230777,9184
Kia,Optima,2015,Semi-Automatic,89738,8605
Chevrolet,Malibu,2021,Automatic,177602,13047
Volkswagen,Golf,2005,Automatic,138757,8124
Toyota,RAV4,2001,Semi-Automatic,80772,6884
Honda,Civic,2015,Manual,130593,10688
Ford,Explorer,2015,Semi-Automatic,83464,10730
Chevrolet,Equinox,2003,Manual,135168,6196
Honda,Civic,2001,Manual,10808,7583
Mercedes,GLA,2016,Automatic,5216,12995
Honda,CR-V,2009,Automatic,2425,10251
Toyota,Corolla,2002,Semi-Automatic,205620,4687
BMW,3 Series,2003,Automatic,222592,7848
Mercedes,C-Class,2002,Semi-Automatic,66838,4563
Volkswagen,Passat,2012,Semi-Automatic,149619,8607
Audi,Q5,2015,Automatic,249625,8207
Honda,CR-V,2006,Automatic,118204,8135
Hyundai,Sonata,2015,Semi-Automatic,209042,6919
BMW,5 Series,2022,Semi-Automatic,211848,9963
Mercedes,GLA,2002,Manual,164115,5417
Kia,Sportage,2000,Automatic,91157,9276
Hyundai,Tucson,2010,Automatic,268313,7633
Audi,A3,2002,Semi-Automatic,8398,9032
Toyota,Camry,2006,Semi-Automatic,272803,6743
Kia,Sportage,2008,Manual,78241,7235
BMW,X5,2013,Semi-Automatic,143073,9838
Ford,Explorer,2007,Automatic,98916,11721
Toyota,Corolla,2009,Manual,59291,12114
Kia,Optima,2023,Manual,30624,12687
Mercedes,E-Class,2015,Automatic,239598,10008
Audi,Q5,2002,Semi-Automatic,271873,3862
Volkswagen,Tiguan,2009,Automatic,229601,5907
Honda,Civic,2001,Manual,45986,6680
Mercedes,C-Class,2018,Automatic,284290,11014
Honda,Civic,2022,Semi-Automatic,193338,10433
Honda,Accord,2010,Automatic,115661,10586
Chevrolet,Impala,2022,Automatic,72509,13849
BMW,X5,2008,Automatic,166381,6672
Kia,Sportage,2015,Manual,63211,13435
Mercedes,C-Class,2021,Semi-Automatic,251428,9271
Mercedes,C-Class,2000,Semi-Automatic,145135,7497
Honda,Accord,2005,Automatic,97994,6240
Chevrolet,Malibu,2021,Automatic,154699,10806
Honda,Accord,2001,Semi-Automatic,287005,2000
Mercedes,GLA,2019,Automatic,248488,12130
Hyundai,Tucson,2001,Semi-Automatic,222692,4046
Chevrolet,Equinox,2023,Semi-Automatic,147070,12058
BMW,3 Series,2006,Manual,270680,3586
Hyundai,Elantra,2010,Semi-Automatic,266157,4676
Toyota,Corolla,2003,Automatic,8549,8829
Audi,A3,2004,Semi-Automatic,185876,4582
Volkswagen,Passat,2007,Manual,181983,7260
Mercedes,E-Class,2004,Automatic,161978,7160
Volkswagen,Tiguan,2003,Semi-Automatic,70381,9592
BMW,3 Series,2020,Manual,159932,10201
Volkswagen,Golf,2011,Semi-Automatic,106916,8161
BMW,5 Series,2016,Manual,149491,10810
Mercedes,GLA,2021,Manual,217505,12149
Hyundai,Tucson,2019,Semi-Automatic,99797,11004
Audi,A4,2014,Automatic,233087,9138
Toyota,Corolla,2013,Manual,191897,10062
Audi,A3,2004,Semi-Automatic,125256,5494
Hyundai,Tucson,2022,Semi-Automatic,203941,8221
BMW,3 Series,2011,Automatic,31425,13171
Audi,Q5,2000,Semi-Automatic,195146,2597
Ford,Fiesta,2008,Automatic,218774,8324
Toyota,Camry,2017,Manual,279509,6909
Hyundai,Sonata,2008,Semi-Automatic,192410,6051
Honda,Accord,2012,Automatic,176770,12164
Kia,Sportage,2006,Automatic,235574,7088
Ford,Explorer,2008,Manual,137146,5857
Ford,Focus,2015,Semi-Automatic,288636,6727
BMW,3 Series,2013,Semi-Automatic,8855,10922
Kia,Optima,2007,Automatic,19581,11308
Kia,Optima,2012,Automatic,124920,11401
BMW,X5,2014,Manual,115840,11083
Ford,Fiesta,2001,Automatic,198784,3424
Audi,Q5,2014,Semi-Automatic,246787,7164
Audi,Q5,2021,Manual,248083,8938
Ford,Fiesta,2015,Manual,208379,7732
BMW,5 Series,2016,Manual,239076,9418
Audi,A3,2022,Semi-Automatic,161773,8764
Ford,Fiesta,2016,Automatic,187800,11544
Volkswagen,Tiguan,2012,Manual,148720,7925
Audi,Q5,2012,Manual,272487,8650
Toyota,RAV4,2020,Automatic,90797,13784
Honda,Accord,2009,Automatic,210063,10898
Volkswagen,Passat,2007,Manual,149432,5411
Mercedes,E-Class,2017,Manual,170525,8289
Toyota,Corolla,2016,Automatic,283554,8028
Volkswagen,Passat,2016,Semi-Automatic,230086,8098
Audi,A4,2015,Manual,215310,8893
Audi,A3,2008,Automatic,159950,8101
Hyundai,Sonata,2005,Semi-Automatic,139139,4817
Hyundai,Elantra,2023,Manual,258604,9827
Audi,A3,2016,Automatic,284193,7916
BMW,X5,2023,Manual,255533,11689
Kia,Optima,2004,Semi-Automatic,231221,5875
Audi,A4,2023,Manual,201522,12769
Kia,Sportage,2002,Manual,118648,6827
Hyundai,Elantra,2005,Automatic,170453,6790
Hyundai,Elantra,2021,Automatic,78429,16231
BMW,3 Series,2007,Semi-Automatic,76098,7878
Audi,Q5,2007,Manual,128953,9220
Hyundai,Sonata,2015,Manual,51432,10271
Hyundai,Sonata,2002,Semi-Automatic,197530,6649
Chevrolet,Malibu,2011,Semi-Automatic,215389,4792
Volkswagen,Tiguan,2004,Semi-Automatic,134151,4216
Chevrolet,Malibu,2006,Manual,85061,7398
BMW,X5,2015,Automatic,99827,10603
BMW,X5,2004,Semi-Automatic,143356,6332
BMW,X5,2013,Automatic,176201,11875
Audi,A4,2004,Automatic,108671,6726
Hyundai,Tucson,2011,Automatic,132007,10659
Kia,Sportage,2006,Automatic,239235,7215
Honda,CR-V,2012,Automatic,211733,6665
Audi,Q5,2016,Automatic,141074,8878
Toyota,Camry,2011,Semi-Automatic,110704,7585
Kia,Optima,2014,Semi-Automatic,170640,10087
Honda,CR-V,2018,Automatic,87261,12654
BMW,5 Series,2017,Semi-Automatic,164190,11316
Toyota,Corolla,2015,Manual,155334,6793
BMW,3 Series,2016,Semi-Automatic,289360,8012
Volkswagen,Passat,2023,Manual,241457,9270
Chevrolet,Equinox,2001,Automatic,98192,6336
Audi,A4,2000,Automatic,94834,7903
Ford,Explorer,2004,Automatic,88151,8336
Hyundai,Sonata,2010,Manual,38370,10732
Ford,Focus,2016,Manual,254750,7905
Honda,Accord,2019,Semi-Automatic,4751,13804
Audi,Q5,2005,Semi-Automatic,233833,4423
Chevrolet,Equinox,2015,Automatic,210354,8992
Hyundai,Sonata,2003,Semi-Automatic,247388,2652
Ford,Explorer,2005,Automatic,124629,8807
Toyota,RAV4,2002,Manual,8916,8921
Volkswagen,Passat,2011,Manual,284441,6711
BMW,X5,2004,Semi-Automatic,153548,3829
Kia,Optima,2006,Semi-Automatic,292097,6758
Volkswagen,Golf,2001,Manual,61013,5979
Kia,Sportage,2005,Manual,180538,5589
Ford,Fiesta,2008,Semi-Automatic,158538,5729
Ford,Fiesta,2023,Automatic,78634,14327
Honda,CR-V,2003,Semi-Automatic,72093,8258
Hyundai,Elantra,2003,Semi-Automatic,232233,3955
Honda,Accord,2012,Manual,117916,10041
Honda,Civic,2006,Automatic,288220,5435
BMW,X5,2004,Semi-Automatic,196259,4474
Honda,Accord,2006,Semi-Automatic,76820,7463
Hyundai,Sonata,2005,Manual,297669,2000
Chevrolet,Impala,2011,Automatic,211686,6666
Ford,Explorer,2000,Manual,134919,5901
Toyota,Camry,2001,Automatic,188704,5425
Hyundai,Sonata,2022,Automatic,65076,15398
Volkswagen,Golf,2000,Semi-Automatic,243409,4731
Chevrolet,Impala,2006,Manual,129395,4912
Audi,A3,2023,Automatic,292167,8156
Mercedes,GLA,2023,Manual,239564,7208
Audi,A3,2020,Automatic,286319,9073
Toyota,Corolla,2014,Automatic,282059,7958
Honda,CR-V,2018,Semi-Automatic,74117,11917
Toyota,Corolla,2014,Automatic,70217,15195
Chevrolet,Malibu,2018,Semi-Automatic,35391,9992
Audi,Q5,2015,Semi-Automatic,166329,8473
Hyundai,Tucson,2006,Automatic,238658,9226
Hyundai,Tucson,2011,Manual,139866,9802
Mercedes,C-Class,2014,Semi-Automatic,151529,10269
Kia,Sportage,2013,Manual,16971,14160
Hyundai,Elantra,2011,Manual,32785,11844
Volkswagen,Tiguan,2003,Automatic,19576,10708
Toyota,RAV4,2009,Manual,113441,11331
Kia,Sportage,2006,Manual,246638,6467
Volkswagen,Passat,2018,Manual,202262,10454
BMW,3 Series,2010,Manual,53742,10325
Toyota,Camry,2004,Manual,294151,4216
Volkswagen,Golf,2001,Manual,237430,3051
Ford,Focus,2017,Semi-Automatic,141739,10065
Chevrolet,Equinox,2000,Semi-Automatic,166188,5376
Audi,Q5,2000,Manual,125634,3987
